6a	8a	B1	B13	B14	B17	B18	B2	B5	B6
ENSG00000033030	810	605	715	676	771	704	534	794	588	665
ENSG00000033050	338	277	358	501	453	607	334	511	343	392
ENSG00000033100	318	228	345	473	642	500	438	530	438	458
ENSG00000033170	298	325	245	233	482	448	530	392	229	296
ENSG00000033178	171	636	391	473	651	726	288	552	328	497
ENSG00000033327	459	259	450	568	582	348	416	654	395	259
ENSG00000033627	126	227	45	136	188	80	288	172	113	199
ENSG00000033800	859	993	1080	706	925	901	587	964	773	870
ENSG00000033867	612	1217	1131	1338	1026	1058	738	945	825	647
ENSG00000034053	575	271	229	216	241	244	209	269	238	166
ENSG00000034152	2379	998	1835	2191	2376	2217	1337	1847	2526	1846
ENSG00000034510	9699	5460	10178	9818	13324	12095	10778	10165	12083	11834
ENSG00000034533	178	63	105	75	111	186	73	93	114	130
ENSG00000034677	3991	5479	2940	1967	4550	3801	3254	4638	2635	3848
ENSG00000034693	100	51	44	76	180	105	102	106	36	154
ENSG00000034713	309	464	531	656	882	711	677	813	444	791
ENSG00000035115	193	193	148	317	164	206	224	178	311	395
ENSG00000035141	173	206	238	273	259	243	361	447	282	313
ENSG00000035403	365	152	395	628	272	863	246	268	711	566
ENSG00000035499	40	28	24	20	32	39	39	39	20	33
ENSG00000035664	110	238	231	92	210	129	171	492	50	197
ENSG00000035681	722	850	708	1015	574	1004	799	716	454	564
ENSG00000035687	504	499	544	588	683	795	347	375	477	498
ENSG00000035720	57	66	148	90	114	45	51	94	87	261
ENSG00000035862	906	393	556	1327	656	902	332	614	1060	675
ENSG00000035928	453	669	522	253	528	527	396	555	414	442
ENSG00000036054	255	520	359	379	208	262	187	133	205	253
ENSG00000036257	527	721	674	871	965	907	524	626	338	590
ENSG00000036448	21	27	8	306	27	42	18	9	41	65
ENSG00000036530	51	32	32	35	23	124	29	13	44	49
ENSG00000036549	515	601	377	383	453	615	370	363	493	421
ENSG00000036672	49	47	17	40	15	48	87	32	44	24
ENSG00000036828	4	31	18	3	24	20	29	31	46	77
ENSG00000037042	31	42	79	34	132	106	75	226	87	91
ENSG00000037241	48	49	35	45	60	60	38	97	58	48
ENSG00000037280	16	28	32	7	27	12	14	32	23	22
ENSG00000037474	626	337	525	463	484	678	392	441	514	664
ENSG00000037637	763	336	528	537	536	590	602	940	479	552
ENSG00000037749	99	132	200	266	198	191	72	117	75	65
ENSG00000037757	97	66	207	246	224	223	307	266	169	163
ENSG00000037897	17	18	73	65	56	65	38	14	59	46
ENSG00000038002	133	79	75	174	138	217	84	115	106	130
ENSG00000038210	90	141	135	181	192	190	112	111	84	113
ENSG00000038219	770	823	1325	921	808	1163	1145	720	594	613
ENSG00000038274	1539	1824	1580	1386	2514	2159	1516	2138	1214	1996
ENSG00000038358	739	391	435	679	820	722	486	725	433	432
ENSG00000038382	119	120	156	262	197	90	177	125	167	111
ENSG00000038427	245	56	948	534	249	520	145	311	528	116
ENSG00000038532	427	461	356	225	738	576	600	848	541	477
ENSG00000038945	367	179	258	908	243	320	125	113	600	219
ENSG00000039068	30	246	219	95	245	135	94	270	152	387
ENSG00000039123	263	547	522	323	358	337	390	347	294	380
ENSG00000039139	8	60	3	6	39	0	3	0	7	0
ENSG00000039319	156	300	438	376	315	409	317	269	188	389
ENSG00000039523	221	160	176	302	380	393	238	366	299	229
ENSG00000039537	9	2	0	0	0	6	0	0	4	0
ENSG00000039560	0	7	2	11	6	1	90	12	0	105
ENSG00000039650	330	230	241	306	397	720	384	476	370	477
ENSG00000039987	0	1	0	0	1	0	4	3	3	0
ENSG00000040199	503	456	493	813	848	897	479	392	401	486
ENSG00000040275	38	97	44	74	76	92	95	60	47	61
ENSG00000040341	211	306	436	202	354	393	247	439	250	460
ENSG00000040487	5	26	22	16	54	45	25	40	17	21
ENSG00000040531	316	163	255	495	357	390	199	323	262	480
ENSG00000040608	41	5	7	20	4	26	15	22	33	6
ENSG00000040633	155	52	215	216	218	221	158	216	137	142
ENSG00000040933	965	901	1338	2255	1888	1657	1404	1557	1126	1734
ENSG00000041353	97	64	148	70	98	58	108	73	82	59
ENSG00000041357	309	379	292	403	256	358	213	285	225	313
ENSG00000041515	15	28	10	137	9	92	178	26	32	33
ENSG00000041802	561	505	701	439	641	554	304	499	442	279
ENSG00000041880	211	58	60	128	289	180	180	122	97	205
ENSG00000041982	0	12	1	15	0	0	7	4	0	0
ENSG00000041988	34	70	76	116	198	65	71	110	45	59
ENSG00000042088	550	262	388	336	436	411	315	604	241	396
ENSG00000042286	16	29	17	14	29	15	18	26	6	38
ENSG00000042304	0	11	0	0	4	11	1	1	0	3
ENSG00000042317	39	14	16	16	50	30	16	27	76	10
ENSG00000042429	290	369	246	500	460	371	180	482	500	457
ENSG00000042445	337	182	165	211	329	381	295	391	180	344
ENSG00000042493	631	328	293	518	395	564	492	337	400	334
ENSG00000042753	371	294	413	580	394	684	310	364	653	600
ENSG00000042832	1	29	22	0	8	8	14	48	9	16
ENSG00000042980	2	43	12	52	68	33	38	96	27	104
ENSG00000043039	11	26	0	0	29	1	18	83	0	18
ENSG00000043093	309	319	347	554	350	337	222	226	198	202
ENSG00000043143	1986	1380	1567	1536	2468	2344	2239	2003	2291	2152
ENSG00000043462	2400	2814	2661	1794	3660	2595	4686	6289	1748	2986
ENSG00000043514	18	67	51	58	49	98	60	94	71	92
ENSG00000043591	4	0	6	7	1	6	12	7	4	2
ENSG00000044090	65	53	32	29	260	59	119	157	50	155
ENSG00000044115	966	791	454	823	1021	781	571	849	623	500
ENSG00000044446	458	230	418	357	653	514	688	578	445	462
ENSG00000044459	0	7	36	21	7	6	19	13	5	3
ENSG00000044574	16814	11838	14636	22530	16828	20064	10110	9711	13016	14872
ENSG00000046604	63	26	109	438	178	202	73	87	98	113
ENSG00000046647	61	55	128	118	154	111	112	161	58	157
ENSG00000046651	644	531	393	451	794	754	706	643	615	865
ENSG00000046653	126	36	55	350	154	107	15	46	45	192
ENSG00000046889	0	4	0	0	0	0	8	1	11	0
ENSG00000047056	544	371	477	209	437	337	300	334	384	437
ENSG00000047188	544	447	358	316	408	387	230	334	235	321
ENSG00000047230	28	24	50	80	143	87	57	128	37	71
ENSG00000047249	352	313	319	363	456	431	238	369	308	355
ENSG00000047315	1223	1342	1300	1542	1338	2045	1139	1534	1284	1176
ENSG00000047346	1394	1502	1659	1297	2174	1467	986	1761	1156	1662
ENSG00000047365	2264	3661	2843	3008	2759	3556	1769	2382	2755	2147
ENSG00000047410	1916	1570	1622	1428	3054	1977	1521	2334	1496	2183
ENSG00000047457	26	67	6	0	1	15	39	10	14	2
ENSG00000047578	155	146	140	185	377	234	286	241	193	160
ENSG00000047579	48	53	121	169	148	101	100	203	86	206
ENSG00000047597	1	1	2	9	17	5	0	1	12	1
ENSG00000047621	122	40	137	143	64	126	90	94	85	119
ENSG00000047634	193	251	44	204	182	141	137	227	212	327
ENSG00000047644	931	525	780	627	970	840	569	817	668	487
ENSG00000047648	2	1	5	11	5	8	4	4	6	4
ENSG00000047662	4	1	7	1	5	1	0	6	1	4
ENSG00000047849	1810	997	1113	1021	1751	1811	2002	1727	1480	1438
ENSG00000047932	81	136	118	210	217	161	122	123	144	155
ENSG00000047936	7	1	0	0	0	2	27	4	15	1
ENSG00000048028	94	301	344	235	221	222	280	383	160	271
ENSG00000048052	141	262	45	34	221	210	205	93	81	357
ENSG00000048140	259	212	221	251	615	296	393	666	351	464
ENSG00000048162	130	103	172	159	192	268	108	115	171	158
ENSG00000048342	19	16	10	26	3	16	15	6	21	5
ENSG00000048392	375	136	305	105	917	567	88	158	535	162
ENSG00000048405	1501	945	963	1259	880	1329	486	997	753	936
ENSG00000048462	0	1	0	0	4	0	0	2	0	3
ENSG00000048471	392	422	444	516	701	425	351	520	308	870
ENSG00000048540	27	4	1	0	0	4	205	0	11	0
ENSG00000048544	267	252	238	284	339	282	175	221	164	289
ENSG00000048649	434	693	601	987	704	648	538	966	458	672
ENSG00000048707	1599	1770	1461	1487	2348	2179	1693	2240	923	2010
ENSG00000048740	3722	2772	2287	2825	4180	4068	3825	4289	2733	3214
ENSG00000048828	3259	2601	3128	3393	4459	3832	3224	4164	3025	3320
ENSG00000048991	541	880	736	619	1711	975	858	1155	616	840
ENSG00000049089	28	18	2	49	76	14	89	114	42	53
ENSG00000049130	21	6	5	10	8	5	11	21	2	3
ENSG00000049167	41	20	54	85	22	47	24	41	13	20
ENSG00000049192	1	9	16	27	11	22	1	6	27	4
ENSG00000049239	407	259	550	471	704	765	659	795	560	587
ENSG00000049245	936	473	538	526	498	841	435	547	630	548
ENSG00000049246	151	141	85	215	204	263	227	63	443	155
ENSG00000049247	0	64	240	9	51	2	41	322	11	26
ENSG00000049249	995	2270	254	520	6478	633	1805	3123	1132	3612
ENSG00000049323	0	2	2	0	2	12	0	75	1	1
ENSG00000049449	98	38	69	55	68	116	59	56	122	65
ENSG00000049541	103	139	170	148	267	255	195	307	82	228
ENSG00000049618	1803	1341	1325	2021	2458	1687	2056	2342	1743	1609
ENSG00000049656	886	590	743	890	1200	1111	925	1056	945	1285
ENSG00000049759	40	27	72	114	48	80	108	45	87	61
ENSG00000049768	628	1300	151	450	4144	582	3045	5024	295	2227
ENSG00000049769	58	42	55	62	135	82	81	91	41	85
ENSG00000049860	629	543	913	897	886	1224	507	622	841	801
ENSG00000049883	29	72	24	148	102	96	100	121	15	127
ENSG00000050030	5	61	18	59	8	38	3	10	21	90
ENSG00000050130	104	221	112	114	231	147	184	244	73	161
ENSG00000050165	15	18	7	14	152	5	1	172	0	19
ENSG00000050327	178	54	91	153	139	76	108	54	44	77
ENSG00000050344	89	158	249	53	250	153	98	689	137	89
ENSG00000050393	180	108	218	336	214	367	218	245	198	264
ENSG00000050405	523	960	469	807	1391	424	916	1289	376	1110
ENSG00000050426	471	534	437	374	806	641	614	821	533	839
ENSG00000050438	120	71	79	258	35	76	69	43	63	21
ENSG00000050555	0	0	1	0	4	5	0	3	9	0
ENSG00000050628	14	0	0	0	0	12	0	0	8	3
ENSG00000050730	29	153	113	71	318	62	82	392	18	200
ENSG00000050748	314	491	542	427	551	652	472	597	573	643
ENSG00000050820	32	22	1	10	6	15	25	9	9	0
ENSG00000051009	454	179	417	512	675	463	756	532	498	483
ENSG00000051108	4266	2993	4711	6633	6120	6529	4448	5481	3706	5882
ENSG00000051128	5	13	1	6	1	8	10	9	13	1
ENSG00000051180	23	18	2	22	10	14	12	31	6	7
ENSG00000051341	71	3	19	6	10	51	57	22	6	103
ENSG00000051382	720	608	611	358	530	467	634	639	496	546
ENSG00000051523	1617	665	1849	1593	1801	2102	1459	1337	1463	1665
ENSG00000051596	95	105	104	153	72	114	160	151	43	166
ENSG00000051620	358	361	508	534	420	300	262	353	324	440
ENSG00000051825	305	484	323	366	524	664	435	556	291	407
ENSG00000052126	401	453	323	270	201	436	229	193	236	161
ENSG00000052344	0	14	2	15	4	2	23	25	2	7
ENSG00000052723	533	618	447	875	891	773	591	762	828	509
ENSG00000052749	645	285	327	548	406	360	470	263	700	397
ENSG00000052795	243	173	469	484	258	334	182	127	231	178
ENSG00000052802	519	186	368	285	255	614	331	250	184	166
ENSG00000052841	917	1071	1118	1054	1075	1078	1090	1406	1129	1489
ENSG00000053108	0	4	0	5	0	0	0	2	12	0
ENSG00000053254	4411	3084	2085	2004	2236	3830	3515	3203	2382	2514
ENSG00000053371	69	118	114	115	185	106	236	216	244	187
ENSG00000053372	49	42	129	69	167	131	144	213	51	103
ENSG00000053501	191	95	134	314	209	246	170	215	197	212
ENSG00000053524	91	229	138	82	342	53	254	202	16	241
ENSG00000053747	12	18	0	0	7	0	2	16	0	2
ENSG00000053770	329	503	404	525	434	535	277	394	299	388
ENSG00000053900	189	219	310	217	234	190	212	311	125	224
ENSG00000053918	187	57	39	128	82	92	83	90	89	56
ENSG00000054116	137	205	258	371	347	416	320	366	233	431
ENSG00000054118	1020	1194	1196	1533	1533	1634	921	1564	976	1224
ENSG00000054148	194	165	137	194	380	324	316	320	253	294
ENSG00000054179	3	0	0	0	1	1	1	14	0	4
ENSG00000054219	683	1301	967	614	2634	1163	1991	1620	780	1189
ENSG00000054267	1156	1054	906	995	1722	1795	1136	1145	912	1660
ENSG00000054277	306	280	855	906	621	500	165	318	473	893
ENSG00000054282	108	139	49	122	166	91	92	190	81	199
ENSG00000054392	134	46	58	80	53	163	39	60	109	87
ENSG00000054523	941	765	1001	827	927	929	409	548	916	671
ENSG00000054598	4	10	5	0	7	5	15	26	0	4
ENSG00000054611	294	319	342	414	451	433	486	433	366	479
ENSG00000054654	6617	4578	4963	5894	9874	6932	4714	7722	6921	7156
ENSG00000054690	10	12	7	7	58	8	10	40	7	13
ENSG00000054793	39	54	10	23	185	14	44	213	9	266
ENSG00000054938	0	1	1	0	0	2	1	0	0	0
ENSG00000054965	507	220	359	334	558	434	582	778	370	463
ENSG00000054967	415	425	408	658	867	512	660	630	574	585
ENSG00000054983	769	605	636	504	513	714	346	381	409	472
ENSG00000055044	1006	1716	1006	1010	1475	1036	974	1421	446	1380
ENSG00000055070	1453	799	758	1204	1285	1256	1078	1319	969	1157
ENSG00000055118	6	6	4	0	2	2	8	21	11	11
ENSG00000055130	901	881	1030	1054	1005	1186	770	944	982	1054
ENSG00000055147	63	103	93	35	85	168	181	153	31	69
ENSG00000055163	5187	3693	4860	5264	5840	6124	5152	6147	6046	5648
ENSG00000055208	3754	4743	3129	3600	7539	4269	4218	5524	2772	5463
ENSG00000055211	287	230	217	200	272	233	111	171	212	216
ENSG00000055332	347	632	662	364	784	720	428	536	436	694
ENSG00000055483	5458	4719	4549	4283	4022	4699	3687	4013	5594	5699
ENSG00000055609	4197	3374	4589	4045	3851	5045	3184	3475	3797	3389
ENSG00000055732	25	8	22	13	40	32	23	29	14	41
ENSG00000055917	1746	1999	2963	2981	2855	3414	1801	2585	2441	2497
ENSG00000055950	163	121	107	77	201	220	228	231	190	212
ENSG00000055955	180	102	87	68	100	157	197	148	172	255
ENSG00000056050	4	11	19	20	29	41	42	49	86	50
ENSG00000056097	1519	800	960	552	1211	1033	1021	1093	838	722
ENSG00000056277	132	349	220	215	354	263	235	303	171	263
ENSG00000056291	4	3	0	0	2	0	0	1	0	0
ENSG00000056558	1813	2395	1719	1525	4480	1738	3129	3485	1651	2691
ENSG00000056586	1434	2006	1162	1101	2184	1615	1516	1401	886	1354
ENSG00000056736	37	33	9	72	88	66	171	39	50	77
ENSG00000056972	266	182	108	162	210	210	326	381	264	411
ENSG00000057019	0	40	49	80	26	4	40	11	95	83
ENSG00000057149	0	0	4	10	4	0	0	2	0	3
ENSG00000057252	1254	1192	1215	895	1082	1507	1138	1199	950	1029
ENSG00000057294	0	2	3	4	2	21	19	1	41	10
ENSG00000057468	0	2	0	0	3	7	0	0	0	3
ENSG00000057608	2153	1963	2343	3703	3325	3611	2285	2353	2814	3364
ENSG00000057657	3121	3410	2088	2386	4369	3254	3044	5717	1970	3228
ENSG00000057663	509	272	264	300	384	412	281	364	237	400
ENSG00000057704	160	126	850	582	298	649	108	98	546	235
ENSG00000057757	546	351	433	654	524	498	300	423	525	451
ENSG00000057935	64	171	67	57	102	73	197	193	110	223
ENSG00000058056	181	37	233	53	237	227	158	131	169	269
ENSG00000058063	2131	2668	2259	2234	2157	2570	1461	1982	1763	1973
ENSG00000058085	1	9	1	0	1	3	1	48	8	1
ENSG00000058091	46	224	29	24	133	34	96	127	15	132
ENSG00000058262	2682	1552	2269	2941	3233	3699	2338	2456	2657	2079
ENSG00000058272	620	841	665	981	527	930	445	708	489	572
ENSG00000058335	1	0	55	0	0	2	4	3	0	5
ENSG00000058404	1	1	4	0	12	0	5	0	1	1
ENSG00000058453	85	107	58	140	103	132	123	86	58	76
ENSG00000058600	1191	1300	995	1411	1669	1485	949	1116	916	956
ENSG00000058668	10093	4979	6764	5365	6100	7181	4250	6210	4578	3988
ENSG00000058673	2995	4619	2784	3233	3717	3570	2331	3753	1653	3132
ENSG00000058729	35	101	120	96	89	130	85	57	44	144
ENSG00000058799	177	217	254	337	378	416	331	512	172	489
ENSG00000058804	182	101	270	190	191	460	216	289	142	172
ENSG00000058866	9	91	8	12	7	4	0	60	8	19
ENSG00000059122	248	229	305	215	227	190	198	517	368	329
ENSG00000059145	144	144	155	220	198	172	158	165	79	161
ENSG00000059377	541	227	374	260	190	286	287	369	448	449
ENSG00000059378	1030	938	1077	666	1434	1215	1566	1911	881	1077
ENSG00000059573	382	335	288	465	453	416	326	468	375	391
ENSG00000059588	256	323	369	550	525	393	424	656	367	325
ENSG00000059691	12	25	10	53	44	54	52	46	33	76
ENSG00000059728	1020	1586	1906	1307	1775	2018	1993	2684	1619	1625
ENSG00000059758	4146	2123	3593	3379	2135	3419	1271	1645	2897	1636
ENSG00000059769	140	85	104	152	100	110	75	87	102	82
ENSG00000059804	34035	26219	20772	16393	18587	26291	26628	29502	24355	27282
ENSG00000059915	3	31	19	30	87	42	32	127	1	66
ENSG00000060069	524	351	480	617	556	698	224	488	502	467
ENSG00000060138	191	132	632	879	268	390	166	256	403	285
ENSG00000060140	0	1	11	4	1	1	1	1	1	0
ENSG00000060237	9752	8175	9042	7947	13742	9929	9942	15693	8687	10352
ENSG00000060339	637	749	760	741	1035	999	838	684	391	797
ENSG00000060491	182	139	241	257	309	365	327	350	254	297
ENSG00000060558	1037	825	823	1051	1715	1058	842	1357	644	1137
ENSG00000060566	105	31	55	20	15	40	19	18	31	33
ENSG00000060642	72	85	105	60	104	133	129	50	101	87
ENSG00000060656	0	1	14	77	0	1	27	2	5	0
ENSG00000060688	314	334	286	217	265	304	336	316	197	396
ENSG00000060749	169	594	293	100	126	432	555	464	104	266
ENSG00000060762	311	228	209	281	273	375	152	174	225	286
ENSG00000060971	136	115	152	284	213	216	179	241	208	213
ENSG00000060982	190	188	74	98	293	149	82	410	131	301
ENSG00000061273	323	530	194	230	1297	408	1577	1508	369	601
ENSG00000061337	388	99	105	28	16	269	58	81	117	151
ENSG00000061656	312	143	132	283	335	259	152	227	197	202
ENSG00000061676	144	209	22	95	51	106	162	164	169	65
ENSG00000061794	183	202	178	267	375	323	248	178	166	197
ENSG00000061918	6	12	3	16	3	11	3	8	7	9
ENSG00000061936	925	441	550	619	941	1201	696	916	917	861
ENSG00000061938	299	283	223	325	381	306	461	651	281	389
ENSG00000061987	841	977	849	699	739	996	448	596	497	681
ENSG00000062038	35	3	0	0	6	4	12	32	2	19
ENSG00000062194	2320	3487	2750	2083	3029	2695	1774	1786	1658	2509
ENSG00000062282	7	2	14	24	12	13	6	21	0	12
ENSG00000062485	2378	2044	2250	2081	2451	3001	2514	2781	1985	2444
ENSG00000062524	20	34	34	110	81	112	80	26	51	35
ENSG00000062582	207	185	278	300	431	360	363	411	354	318
ENSG00000062598	1694	834	1302	1282	1643	1839	1318	1775	1378	1273
ENSG00000062650	1008	1022	839	1094	965	1171	954	915	919	1033
ENSG00000062716	1512	1954	1177	1207	1381	1242	957	1155	1246	1108
ENSG00000062725	352	200	561	488	364	408	246	301	290	378
ENSG00000062822	105	102	111	98	139	133	187	175	204	135
ENSG00000063015	0	0	5	0	0	1	2	0	1	1
ENSG00000063046	10615	9478	7588	10866	13197	14704	11446	12199	11041	13128
ENSG00000063127	30	4	50	0	34	36	19	22	15	14
ENSG00000063169	156	123	200	171	389	293	307	392	325	400
ENSG00000063176	29	24	32	11	30	37	52	102	22	48
ENSG00000063177	7819	5559	8196	8433	10999	10566	11199	10668	9856	11578
ENSG00000063180	27	29	37	36	53	56	31	102	38	70
ENSG00000063241	11	22	28	35	42	48	54	54	57	40
ENSG00000063244	1397	928	1073	1275	1604	1408	1668	2036	1548	1615
ENSG00000063245	484	188	227	357	356	238	288	403	433	281
ENSG00000063322	704	794	833	657	1223	1051	615	1222	773	1062
ENSG00000063438	8	2	2	3	72	2	18	24	138	61
ENSG00000063587	237	292	252	230	468	380	375	397	328	374
ENSG00000063601	446	743	609	592	753	687	493	541	775	659
ENSG00000063660	72	28	22	50	29	78	31	20	32	20
ENSG00000063761	3	12	20	40	40	34	54	75	30	63
ENSG00000063854	216	132	226	212	171	293	332	364	188	263
ENSG00000063978	2060	1354	1369	1502	1773	1856	1444	1867	1288	1652
ENSG00000064012	3051	2145	1724	972	1690	2635	1711	1664	1943	1783
ENSG00000064042	3	15	0	3	9	65	117	1	3	7
ENSG00000064102	148	101	168	176	239	197	198	213	246	235
ENSG00000064115	205	262	349	515	394	432	418	584	304	374
ENSG00000064195	0	0	0	0	0	1	4	3	4	0
ENSG00000064199	2	14	64	29	4	4	11	19	16	20
ENSG00000064201	35	12	218	129	127	131	96	129	153	72
ENSG00000064205	10	4	1	1	6	1	2	1	6	1
ENSG00000064225	33	17	21	68	6	21	13	3	47	23
ENSG00000064270	0	2	0	0	0	19	1	1	3	0
ENSG00000064300	144	36	125	87	84	94	25	76	160	76
ENSG00000064309	15	9	12	9	21	18	14	9	13	56
ENSG00000064313	457	449	574	641	573	334	384	540	619	492
ENSG00000064393	1367	1406	1076	1244	1585	1220	1303	1969	1056	1123
ENSG00000064419	689	510	461	464	850	579	679	719	389	547
ENSG00000064489	2	19	20	74	48	32	16	23	10	42
ENSG00000064490	118	47	121	141	316	238	267	277	196	300
ENSG00000064545	117	83	70	82	192	143	152	144	96	141
ENSG00000064547	532	394	432	421	905	636	1093	852	737	777
ENSG00000064601	1191	872	670	1007	2451	1550	2394	2566	889	1832
ENSG00000064607	848	984	1205	1177	1663	1799	1467	1432	1424	1244
ENSG00000064651	499	243	569	366	284	555	238	316	161	258
ENSG00000064652	125	110	99	48	60	92	124	88	147	69
ENSG00000064655	0	0	0	29	1	2	0	4	33	0
ENSG00000064666	3767	1976	3092	1890	3545	3221	4085	5460	3259	4334
ENSG00000064687	546	278	357	579	651	809	979	946	701	962
ENSG00000064692	10	16	1	17	7	0	1	5	2	0
ENSG00000064703	297	272	187	347	336	334	169	259	199	209
ENSG00000064726	486	617	752	430	555	772	390	552	487	521
ENSG00000064763	228	131	165	139	76	221	166	183	218	150
ENSG00000064787	11	176	6	0	4	4	26	9	12	214
ENSG00000064886	5	59	21	3	208	16	31	185	25	167
ENSG00000064932	1309	703	1183	1094	1603	964	1041	2525	1167	1586
ENSG00000064933	52	67	61	62	115	107	86	86	105	81
ENSG00000064961	230	111	194	231	163	196	187	277	266	216
ENSG00000064989	38	27	108	145	181	244	13	73	46	28
ENSG00000064995	167	212	231	197	306	213	240	233	241	253
ENSG00000064999	157	129	134	196	152	160	123	216	162	129
ENSG00000065000	1586	828	1294	1601	1657	1627	1803	1872	1311	1319
ENSG00000065029	319	245	225	311	551	387	600	680	327	529
ENSG00000065054	3	3	3	12	15	17	21	17	32	20
ENSG00000065057	9	1	3	0	24	3	32	23	8	23
ENSG00000065060	147	108	212	157	277	176	118	309	343	361
ENSG00000065135	1497	1258	1818	1681	1272	1725	738	716	1242	923
ENSG00000065150	1305	919	986	847	1192	1841	1138	1065	712	1703
ENSG00000065154	1393	1142	1470	607	901	1658	714	1002	1208	1137
ENSG00000065183	33	57	141	113	45	48	118	116	49	34
ENSG00000065243	418	520	221	286	293	394	277	286	200	226
ENSG00000065268	62	49	88	112	160	104	98	156	97	71
ENSG00000065308	263	113	175	273	174	273	175	178	328	184
ENSG00000065328	8	37	18	86	42	27	10	66	43	20
ENSG00000065357	1359	1690	883	1709	2594	2090	3436	3712	1354	3281
ENSG00000065361	58	14	5	3	66	6	66	9	8	10
ENSG00000065413	1488	1592	1450	1593	2002	2669	2142	2974	1565	1661
ENSG00000065427	1412	1149	1292	1391	2026	1831	1647	1674	887	1087
ENSG00000065457	72	172	202	196	266	263	168	336	194	192
ENSG00000065485	11	20	92	188	44	101	26	66	110	138
ENSG00000065491	521	266	343	232	524	450	413	443	350	384
ENSG00000065518	780	825	1036	918	1020	1129	704	905	702	1027
ENSG00000065526	3712	1771	2047	2974	3324	3588	3150	3188	2867	3065
ENSG00000065534	129	16	23	94	74	5	3	6	35	26
ENSG00000065548	838	688	665	555	929	865	499	635	690	659
ENSG00000065559	663	457	519	359	467	344	249	444	481	359
ENSG00000065600	127	112	114	186	139	183	92	145	112	155
ENSG00000065613	517	549	495	486	384	649	538	513	559	368
ENSG00000065615	309	174	379	342	305	332	246	277	391	263
ENSG00000065621	42	16	6	15	48	29	76	17	38	19
ENSG00000065665	129	236	89	88	267	209	165	137	194	174
ENSG00000065675	1686	912	1197	1016	1439	1526	936	1513	966	1181
ENSG00000065717	45	69	29	74	124	61	106	95	29	68
ENSG00000065802	184	99	94	135	313	146	211	267	155	227
